id,name,region,weekday,friday,saturday,sunday,tel,seats,lan
618,グランデュオ蒲田店,東京都大田区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5713-6310,38,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1139,田園調布 東急スクエアガーデンサイト店,東京都大田区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5483-0215,44,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1062,東急プラザ 表参道原宿店,東京都渋谷区,08:30～23:00,08:30～23:00,08:30～23:00,08:30～23:00,03-5414-5851,102,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
196,表参道B-SIDE店,東京都渋谷区,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,03-3797-6821,88,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
886,神宮前6丁目店,東京都渋谷区,07:00～22:00,07:00～22:00,08:30～21:00,08:30～21:00,03-5766-5477,80,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
11,原宿店,東京都渋谷区,07:30～22:30,07:30～22:30,08:00～22:30,08:00～22:00,03-5413-0330,27,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1046,表参道 神宮前4丁目店,東京都渋谷区,07:00～22:30,07:00～22:30,08:00～22:00,08:00～22:00,03-5772-7627,83,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
873,明治神宮前メトロピア店,東京都渋谷区,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:00,03-6419-9311,21,
77,渋谷３丁目店,東京都渋谷区,07:00～22:00,07:00～22:00,07:30～22:00,07:30～21:00,03-5467-2005,67,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
356,渋谷２丁目店,東京都渋谷区,07:00～22:00,07:00～22:30,07:00～22:30,07:00～22:00,03-3406-0180,32,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
97,渋谷クロスタワー店,東京都渋谷区,07:00～20:00,07:00～20:00,10:00～19:00,11:00～18:00,03-3498-8139,53,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
422,広尾店,東京都渋谷区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～21:30,03-3473-8720,108,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
552,アトレ恵比寿店,東京都渋谷区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5475-8402,34,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
125,恵比寿ユニオンビル店,東京都渋谷区,06:30～22:30,06:30～22:30,07:00～22:30,07:00～22:30,03-5722-5051,50,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
2044,代官山 蔦屋書店,東京都渋谷区,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,03-3770-6363,123,STARBUCKS/ au/ Wi2300
114,渋谷公園通り店,東京都渋谷区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5458-2610,61,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
488,渋谷ファイヤー通り店,東京都渋谷区,07:30～22:00,07:30～22:00,07:30～22:00,08:00～22:00,03-5728-6285,48,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
2003,SHIBUYA TSUTAYA店,東京都渋谷区,06:30～28:00,06:30～28:00,06:30～28:00,06:30～28:00,03-3770-2301,132,STARBUCKS/ docomo/ FLET'S（東）/ au/ Wi2300
435,渋谷オルガン坂店,東京都渋谷区,07:30～22:30,07:30～22:30,07:30～22:30,07:30～22:30,03-5459-7235,54,STARBUCKS/ SoftBank/ au/ Wi2300
101,渋谷マークシティ店,東京都渋谷区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3461-0739,82,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
9,渋谷文化村通り店,東京都渋谷区,07:00～28:45,07:00～28:45,07:00～28:45,07:00～28:45,03-5456-1950,77,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
946,恵比寿ガーデンプレイス店,東京都渋谷区,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-5793-1155,52,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
801,北参道店,東京都渋谷区,07:30～21:00,07:30～21:00,07:30～21:00,07:30～21:00,03-5414-3941,33,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
130,新宿マインズタワー店,東京都渋谷区,07:00～20:30,07:00～20:30,08:00～20:30,08:00～20:30,03-3373-3370,56,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
16,新宿サザンテラス店,東京都渋谷区,07:00～22:30,07:00～23:00,07:00～23:00,07:00～22:30,03-3370-3255,143,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
204,新宿南口店,東京都渋谷区,07:00～21:00,07:00～21:00,07:30～21:00,07:30～20:30,03-5388-9411,39,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
802,代々木店,東京都渋谷区,07:00～21:00,07:00～21:00,07:00～21:00,07:00～21:00,03-5304-0158,28,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1007,アコルデ代々木上原店,東京都渋谷区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5452-1060,42,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
161,碑文谷ダイエー店,東京都目黒区,09:00～21:30,09:00～21:30,09:00～21:30,09:00～21:30,03-5704-6761,33,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
23,学芸大駅前店,東京都目黒区,07:30～22:30,07:30～22:30,08:00～22:30,08:00～22:30,03-5722-5490,62,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
50,自由が丘店,東京都目黒区,07:00～22:30,07:00～23:00,07:30～23:00,07:30～23:00,03-5701-3217,109,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
156,自由が丘駅前店,東京都目黒区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3725-8471,74,STARBUCKS/ SoftBank/ au/ Wi2300
359,中目黒駅前店,東京都目黒区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3792-5261,68,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
250,中目黒山手通り店,東京都目黒区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5721-9293,52,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
813,目黒権之助坂店,東京都目黒区,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5436-2253,28,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1180,池尻2丁目店,東京都世田谷区,09:00～23:00,09:00～24:00,09:00～24:00,09:00～23:00,03-5431-3957,35,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
70,三軒茶屋店,東京都世田谷区,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5430-5088,75,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
19,下北沢店,東京都世田谷区,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,03-3467-0266,68,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1170,代沢5丁目店,東京都世田谷区,09:00～22:00,09:00～23:00,09:00～23:00,09:00～22:00,03-5431-5250,42,STARBUCKS/ docomo/ FLET'S（東）/ au/ Wi2300
22,明大前店,東京都世田谷区,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,03-5376-6931,51,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1102,芦花公園店,東京都世田谷区,06:00～26:00,06:00～26:00,06:00～26:00,06:00～26:00,03-5316-6502,73,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
625,成城店,東京都世田谷区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:00,03-5727-3502,71,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
965,二子玉川ライズ　ドッグウッドプラザ店,東京都世田谷区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5491-4581,50,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1138,二子玉川公園店,東京都世田谷区,08:00～21:00,08:00～21:00,08:00～21:00,08:00～20:00,03-5797-5505,36,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1148,玉川3丁目店,東京都世田谷区,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,03-5797-2350,52,STARBUCKS/ docomo/ FLET'S（東）/ au/ Wi2300
628,用賀店,東京都世田谷区,06:00～26:00,06:00～26:00,06:00～26:00,06:00～26:00,03-5491-4086,100,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
2012,TSUTAYA 馬事公苑店,東京都世田谷区,08:00～25:00,08:00～25:00,08:00～26:00,07:00～26:00,03-5450-1001,86,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
461,玉川高島屋Ｓ・Ｃ店,東京都世田谷区,10:00～23:00,10:00～23:00,10:00～23:00,10:00～23:00,03-5797-3121,189,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
18,四谷３丁目店,東京都新宿区,07:00～21:00,07:00～21:00,08:00～21:00,08:00～20:00,03-3356-3991,53,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1061,アトレ四谷店,東京都新宿区,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,03-5368-1751,30,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
478,西武新宿ＰｅＰｅ店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5155-3826,78,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
798,新宿サブナード店,東京都新宿区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5312-0531,48,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
787,ルミネエスト新宿店,東京都新宿区,07:30～23:00,07:30～23:00,07:30～23:00,07:30～23:00,03-3351-8134,47,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
891,新宿マルイ本館2階店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5919-8023,55,
945,新宿マルイ本館8階店,東京都新宿区,11:00～21:00,11:00～21:00,11:00～21:00,11:00～20:30,03-5363-8980,6,
12,新宿３丁目店,東京都新宿区,07:00～23:00,07:00～23:00,07:30～23:00,07:30～22:30,03-3226-9201,47,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
323,新宿新南口店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3356-4580,88,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
214,新宿ダイアンビル店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3353-4775,57,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
686,新宿西口店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5324-0106,56,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
235,新宿グリーンタワービル店,東京都新宿区,07:00～20:00,07:00～20:00,07:30～19:30,07:30～19:30,03-3342-7337,30,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
46,西新宿三井ビル店,東京都新宿区,07:30～20:00,07:30～20:00,10:00～18:00,None,03-5323-5631,65,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
378,ルミネ新宿店,東京都新宿区,11:00～23:00,11:00～23:00,11:00～23:00,11:00～23:00,03-3342-8678,82,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1156,小田急新宿店,東京都新宿区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5909-1731,0,
754,慶應義塾大学病院店,東京都新宿区,07:00～21:00,07:00～21:00,07:00～21:00,08:00～20:00,03-5369-3186,16,STARBUCKS/ docomo/ FLET'S（東）/ au/ Wi2300
86,飯田橋軽子坂店,東京都新宿区,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-5261-8040,46,STARBUCKS/ SoftBank/ au/ Wi2300
339,飯田橋メトロピア店,東京都新宿区,06:30～22:30,06:30～22:30,07:00～22:30,07:00～21:30,03-3269-3898,21,
1083,神楽坂下店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5227-7671,60,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
903,新宿三井ビル店,東京都新宿区,07:00～21:00,07:00～21:00,07:00～21:00,07:00～21:00,03-5324-0741,57,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
919,新宿野村ビル店,東京都新宿区,07:00～21:00,07:00～21:00,08:00～20:00,09:00～20:00,03-5909-8817,32,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
434,新宿エルタワー店,東京都新宿区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5339-0975,0,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
229,中野通り店,東京都中野区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3388-2980,84,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
443,阿佐ヶ谷駅前店,東京都杉並区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5327-6095,47,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
783,ルミネ荻窪店,東京都杉並区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5347-2825,33,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
173,高田馬場早稲田通り店,東京都新宿区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3207-5800,69,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
66,西武高田馬場駅店,東京都新宿区,06:00～23:00,06:00～23:00,06:00～23:00,06:00～23:00,03-5291-2931,35,STARBUCKS/ SoftBank/ au/ Wi2300
524,大塚駅前店,東京都豊島区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5961-5920,27,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1127,アトレヴィ大塚店,東京都豊島区,07:30～22:30,07:30～22:30,07:30～22:30,07:30～22:30,03-5957-7281,42,STARBUCKS/ au/ Wi2300
789,池袋サンシャイン通り店,東京都豊島区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5953-3525,35,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
327,池袋サンシャインシティ アルパ店,東京都豊島区,07:00～22:00,07:00～22:00,07:30～22:00,07:30～22:00,03-3980-8161,85,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1065,ルミネ池袋店,東京都豊島区,08:00～21:30,08:00～21:30,08:00～21:30,08:00～21:30,03-5928-5091,54,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
369,池袋西口店,東京都豊島区,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5951-1007,54,STARBUCKS/ SoftBank/ au/ Wi2300
182,南池袋店,東京都豊島区,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5391-0089,77,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
591,池袋ショッピングパーク店,東京都豊島区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5911-5661,40,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
38,池袋明治通り店,東京都豊島区,07:00～22:30,07:00～23:00,07:00～23:00,07:00～23:00,03-3590-0065,90,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1079,東武池袋店,東京都豊島区,10:00～20:00,10:00～20:00,10:00～20:00,10:00～20:00,03-5928-1380,64,
648,日本大学板橋病院店,東京都板橋区,07:00～21:00,07:00～21:00,07:00～20:00,10:00～20:00,03-5917-4730,10,
135,イオン板橋店,東京都板橋区,08:00～22:00,08:00～22:30,08:00～22:30,08:00～22:30,03-3933-1067,66,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
572,豊島園駅前店,東京都練馬区,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-5912-6881,50,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
387,大泉学園ゆめりあフェンテ店,東京都練馬区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5933-0261,54,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
39,井の頭公園店,東京都武蔵野市,08:00～22:30,08:00～22:30,08:00～22:30,08:00～22:30,0422-47-3406,46,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1132,キラリナ京王吉祥寺店,東京都武蔵野市,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,0422-70-2755,64,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
964,アトレ吉祥寺店,東京都武蔵野市,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,0422-22-2059,46,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
71,吉祥寺東急店,東京都武蔵野市,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,0422-20-0735,160,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
341,吉祥寺駅前店,東京都武蔵野市,06:30～23:00,06:30～23:00,06:30～23:00,06:30～23:00,0422-20-2406,70,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
200,武蔵境イトーヨーカドー店,東京都武蔵野市,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,0422-34-7308,81,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
943,アトレヴィ三鷹店,東京都三鷹市,06:30～22:30,06:30～22:30,06:30～22:30,06:30～22:30,0422-45-6271,48,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1120,杏林大学病院店,東京都三鷹市,07:00～21:00,07:00～21:00,07:00～21:00,10:00～20:00,0422-70-3577,27,
143,仙川駅前店,東京都調布市,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5384-6150,50,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1235,調布パルコ店,東京都調布市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-489-5177,83,STARBUCKS/ SoftBank/ au/ Wi2300
589,府中くるる店,東京都府中市,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,042-354-8830,62,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
131,国分寺店,東京都国分寺市,07:00～22:30,07:00～22:30,07:30～22:30,07:30～22:30,042-359-0081,70,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
447,国立店,東京都国立市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-580-2561,84,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
921,立川若葉店,東京都立川市,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,042-538-0555,77,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
195,立川伊勢丹店,東京都立川市,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,042-526-8920,68,
812,イオンモール日の出パブリックコート店,東京都西多摩郡,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,042-588-8089,40,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
811,イオンモール日の出店,東京都西多摩郡,09:00～21:00,09:00～21:00,09:00～21:00,09:00～21:00,042-588-8041,42,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
354,ザ・モールみずほ１６店,東京都西多摩郡,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,042-556-1025,84,STARBUCKS/ SoftBank/ au/ Wi2300
745,日野万願寺店,東京都日野市,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,042-582-6630,52,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1175,セレオ八王子北館店,東京都八王子市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-686-3269,44,
445,八王子東急スクエア店,東京都八王子市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,0426-43-8038,51,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1098,多摩野猿街道店,東京都八王子市,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,042-670-2280,75,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1119,フレンテ南大沢店,東京都八王子市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-670-5031,45,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
985,サザンスカイタワー八王子店,東京都八王子市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-655-8345,33,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1056,元八王子店,東京都八王子市,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,042-620-5681,60,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
102,南町田グランベリーモール店,東京都町田市,08:00～21:00,08:00～21:00,08:00～21:00,08:00～21:00,042-795-2495,99,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
633,町田金森店,東京都町田市,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,042-788-2415,56,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
1155,ぽっぽ町田店,東京都町田市,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,042-709-6101,68,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
898,町田パリオ店,東京都町田市,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,042-710-8841,66,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
658,多摩境店,東京都町田市,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,042-798-5265,63,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
4,町田東急ツインズ店,東京都町田市,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,042-728-3822,69,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
637,鶴川店,東京都町田市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-737-6577,57,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
580,昭島モリタウン店,東京都昭島市,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,042-500-5801,48,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
543,福生西友店,東京都福生市,09:00～23:00,09:00～23:00,09:00～23:00,09:00～23:00,042-539-0717,52,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
844,カインズホーム青梅店,東京都青梅市,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,0428-30-3200,50,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
479,清瀬駅前店,東京都清瀬市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,0424-96-7705,41,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
89,聖蹟桜ヶ丘オーパ店,東京都多摩市,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,042-356-3341,101,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
370,多摩センター三越店,東京都多摩市,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-338-2361,94,
725,イオンモールむさし村山店,東京都武蔵村山市,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,042-566-8528,47,STARBUCKS/ docomo/ FLET'S（東）/ SoftBank/ au/ Wi2300
